Run	Sample Characteristic[cultivar]	Sample Characteristic Ontology Term[cultivar]	Sample Characteristic[developmental stage]	Sample Characteristic Ontology Term[developmental stage]	Sample Characteristic[organism]	Sample Characteristic Ontology Term[organism]	Sample Characteristic[organism part]	Sample Characteristic Ontology Term[organism part]	Factor Value[developmental stage]	Factor Value Ontology Term[developmental stage]	Factor Value[organism part]	Factor Value Ontology Term[organism part]	Analysed
SRR1619633	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	6 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	6 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619634	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	6 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	6 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619635	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	6 days after anthesis		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	6 days after anthesis		leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619636	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	12 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	12 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619637	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	12 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	12 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619638	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	12 days after anthesis		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	12 days after anthesis		leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619659	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	12 days after anthesis		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	12 days after anthesis		leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619660	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	18 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	18 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619661	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	18 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	18 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619662	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	18 days after anthesis		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	18 days after anthesis		leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619663	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	24 days after anthesis		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	24 days after anthesis		leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619664	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	24 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	24 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619665	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	24 days after anthesis		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	24 days after anthesis		leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619666	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	24 days after anthesis		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	24 days after anthesis		leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619667	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	30 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	30 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619668	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	30 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	30 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619669	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	pollination	http://purl.obolibrary.org/obo/GO_0009856	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	pollination	http://purl.obolibrary.org/obo/GO_0009856	leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619670	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	pollination	http://purl.obolibrary.org/obo/GO_0009856	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	pollination	http://purl.obolibrary.org/obo/GO_0009856	leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619671	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	anthesis	http://purl.obolibrary.org/obo/PO_0007016	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	anthesis	http://purl.obolibrary.org/obo/PO_0007016	leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1619674	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	anthesis	http://purl.obolibrary.org/obo/PO_0007016	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	leaf	http://purl.obolibrary.org/obo/PO_0025034	anthesis	http://purl.obolibrary.org/obo/PO_0007016	leaf	http://purl.obolibrary.org/obo/PO_0025034	Yes
SRR1620828	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	6 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	6 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620830	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	6 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	6 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620835	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	6 days after anthesis		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	6 days after anthesis		internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620836	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	6 days after anthesis		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	6 days after anthesis		internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620837	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	6 days after anthesis		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	6 days after anthesis		internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620838	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	12 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	12 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620839	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	12 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	12 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620841	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	12 days after anthesis		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	12 days after anthesis		internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620843	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	pollination	http://purl.obolibrary.org/obo/GO_0009856	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	pollination	http://purl.obolibrary.org/obo/GO_0009856	internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620844	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	12 days after anthesis		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	12 days after anthesis		internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620846	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	18 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	18 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620847	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	18 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	18 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620849	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	18 days after anthesis		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	18 days after anthesis		internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620898	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	18 days after anthesis		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	18 days after anthesis		internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620900	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	anthesis	http://purl.obolibrary.org/obo/PO_0007016	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	anthesis	http://purl.obolibrary.org/obo/PO_0007016	internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620901	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	anthesis	http://purl.obolibrary.org/obo/PO_0007016	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	anthesis	http://purl.obolibrary.org/obo/PO_0007016	internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620903	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	24 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	24 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620904	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	24 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	24 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620906	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	24 days after anthesis		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	24 days after anthesis		internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620907	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	24 days after anthesis		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	24 days after anthesis		internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620908	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	anthesis	http://purl.obolibrary.org/obo/PO_0007016	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	anthesis	http://purl.obolibrary.org/obo/PO_0007016	internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620909	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	30 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	30 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620910	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	30 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	30 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620911	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	30 days after anthesis		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	30 days after anthesis		internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620912	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	30 days after anthesis		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	30 days after anthesis		internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620913	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	6 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	6 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620914	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	6 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	6 days after pollination	http://purl.obolibrary.org/obo/PO_0009010	internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620915	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	pollination	http://purl.obolibrary.org/obo/GO_0009856	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	internode	http://purl.obolibrary.org/obo/PO_0020142	pollination	http://purl.obolibrary.org/obo/GO_0009856	internode	http://purl.obolibrary.org/obo/PO_0020142	Yes
SRR1620916	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	7 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	taproot zone 4		7 days after sowing		taproot zone 4		Yes
SRR1620917	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	3 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	cortical parenchyma of root		3 days after sowing		cortical parenchyma of root		Yes
SRR1620918	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	7 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	taproot zone 3		7 days after sowing		taproot zone 3		Yes
SRR1620919	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	7 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	taproot zone 2		7 days after sowing		taproot zone 2		Yes
SRR1620920	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	3 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	stele	http://purl.obolibrary.org/obo/PO_0025197	3 days after sowing		stele	http://purl.obolibrary.org/obo/PO_0025197	Yes
SRR1620921	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	7 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	taproot zone 2		7 days after sowing		taproot zone 2		Yes
SRR1620922	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	7 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	taproot zone 1		7 days after sowing		taproot zone 1		Yes
SRR1620923	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	7 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	taproot zone 3		7 days after sowing		taproot zone 3		Yes
SRR1620924	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	7 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	taproot zone 3		7 days after sowing		taproot zone 3		Yes
SRR1620925	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	7 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	taproot zone 4		7 days after sowing		taproot zone 4		Yes
SRR1620926	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	7 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	taproot zone 4		7 days after sowing		taproot zone 4		Yes
SRR1620927	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022			Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	3-7.13				3-7.13		No
SRR1620928	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	7 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	taproot zone 2		7 days after sowing		taproot zone 2		Yes
SRR1620929	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022			Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	3-7.1				3-7.1		No
SRR1620930	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022			Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	tc_control_#9				tc_control_#9		No
SRR1620931	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	LP.07 seven leaves visible stage	http://purl.obolibrary.org/obo/PO_0007063	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	node 5 of crown root		LP.07 seven leaves visible stage	http://purl.obolibrary.org/obo/PO_0007063	node 5 of crown root		Yes
SRR1620932	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	LP.07 seven leaves visible stage	http://purl.obolibrary.org/obo/PO_0007063	Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	node 5 of crown root		LP.07 seven leaves visible stage	http://purl.obolibrary.org/obo/PO_0007063	node 5 of crown root		Yes
SRR1620933	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	7 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	taproot zone 1		7 days after sowing		taproot zone 1		Yes
SRR1620934	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	7 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	taproot zone 1		7 days after sowing		taproot zone 1		Yes
SRR1620935	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	7 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	taproot zone 1		7 days after sowing		taproot zone 1		Yes
SRR1620936	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	7 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	taproot zone 1		7 days after sowing		taproot zone 1		Yes
SRR1620937	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	3 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	stele	http://purl.obolibrary.org/obo/PO_0025197	3 days after sowing		stele	http://purl.obolibrary.org/obo/PO_0025197	Yes
SRR1620938	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	3 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	stele	http://purl.obolibrary.org/obo/PO_0025197	3 days after sowing		stele	http://purl.obolibrary.org/obo/PO_0025197	Yes
SRR1620939	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	3 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	cortical parenchyma of root		3 days after sowing		cortical parenchyma of root		Yes
SRR1620940	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	3 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	cortical parenchyma of root		3 days after sowing		cortical parenchyma of root		Yes
SRR1620941	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	6 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	primary root	http://purl.obolibrary.org/obo/PO_0020127	6 days after sowing		primary root	http://purl.obolibrary.org/obo/PO_0020127	Yes
SRR1620942	B73 inbred line	http://www.ebi.ac.uk/efo/EFO_0007022	6 days after sowing		Zea mays	http://purl.obolibrary.org/obo/NCBITaxon_4577	primary root	http://purl.obolibrary.org/obo/PO_0020127	6 days after sowing		primary root	http://purl.obolibrary.org/obo/PO_0020127	Yes
